rule_id,from,to,support,confidence,lift
125,yesallwomen,feminism,0.004025302,0.777777778,79.5620915
417,"women,yesallwomen",feminism,0.004025302,0.777777778,79.5620915
457,"performance,storytelling",theater,0.002300173,0.5,79.04545455
515,"design,toy",play,0.002300173,0.5,79.04545455
708,"development,philanthropy",investment,0.002300173,0.666666667,77.28888889
1664,"development,global issues,philanthropy",investment,0.002300173,0.666666667,77.28888889
514,"design,play",toy,0.002300173,0.571428571,76.43956044
604,"culture,love",relationships,0.003450259,0.6,74.52857143
489,"global issues,security",terrorism,0.002300173,0.8,73.22105263
1604,"global issues,security,technology",terrorism,0.002300173,0.8,73.22105263
322,"dark matter,physics",astronomy,0.002300173,1,72.45833333
692,"animals,exploration",fish,0.002300173,0.666666667,72.45833333
1556,"dark matter,physics,science",astronomy,0.002300173,1,72.45833333
1653,"exploration,oceans,science",fish,0.002300173,0.666666667,72.45833333
607,"culture,sex",relationships,0.002875216,0.555555556,69.00793651
1596,"fish,oceans,science",mission blue,0.002875216,0.5,66.88461538
16,failure,success,0.002300173,0.571428571,66.24761905
531,"brain,depression",mental health,0.002300173,0.8,66.24761905
532,"depression,TEDx",mental health,0.002300173,0.8,66.24761905
534,"culture,depression",mental health,0.002300173,0.8,66.24761905
451,"entertainment,illusion",magic,0.002875216,0.555555556,64.40740741
498,"corruption,politics",democracy,0.002300173,0.8,63.23636364
648,"animals,biosphere",biodiversity,0.002875216,1,62.10714286
652,"biology,biosphere",biodiversity,0.002300173,1,62.10714286
1636,"Asia,economics,global issues",china,0.002300173,0.5,62.10714286
736,"economics,health",statistics,0.002300173,0.666666667,61.01754386
440,"bees,science",insects,0.002300173,0.8,60.48695652
182,depression,mental health,0.005750431,0.714285714,59.14965986
663,"business,women",women in business,0.002300173,0.571428571,58.45378151
18,dark matter,astronomy,0.002300173,0.8,57.96666667
31,LGBT,inequality,0.002300173,0.666666667,57.96666667
324,"dark matter,science",astronomy,0.002300173,0.8,57.96666667
743,"children,youth",parenting,0.002875216,0.625,57.20394737
101,decision making,choice,0.002875216,0.555555556,56.83006536
410,"culture,prison",crime,0.002300173,0.8,55.648
474,"astronomy,time",universe,0.002300173,0.8,55.648
603,"culture,relationships",love,0.003450259,0.666666667,55.20634921
627,"china,economics",Asia,0.002300173,0.666666667,55.20634921
1635,"china,economics,global issues",Asia,0.002300173,0.666666667,55.20634921
680,"business,transportation",cars,0.002300173,0.5,54.34375
685,"exploration,oceans",fish,0.002300173,0.5,54.34375
746,"peace,terrorism",violence,0.002300173,0.8,53.50769231
344,"NASA,technology",space,0.002300173,1,51.14705882
610,"food,health",agriculture,0.002300173,0.5,51.14705882
1003,"data,design",visualizations,0.002300173,1,51.14705882
1677,"culture,happiness,psychology",choice,0.002300173,0.5,51.14705882
144,bees,insects,0.003450259,0.666666667,50.4057971
817,"collaboration,invention",open source,0.002300173,0.666666667,50.4057971
11,atheism,religion,0.002875216,1,49.68571429
120,cosmos,universe,0.002875216,0.714285714,49.68571429
481,"physics,time",universe,0.002875216,0.714285714,49.68571429
510,"global issues,God",religion,0.002300173,1,49.68571429
512,"culture,God",religion,0.003450259,1,49.68571429
622,"faith,global issues",religion,0.004025302,1,49.68571429
679,"business,cars",transportation,0.002300173,0.8,49.68571429
1632,"culture,faith,global issues",religion,0.002300173,1,49.68571429
475,"time,universe",astronomy,0.002300173,0.666666667,48.30555556
600,"relationships,sex",love,0.002300173,0.571428571,47.31972789
44,extraterrestrial life,universe,0.002300173,0.666666667,46.37333333
408,"global issues,prison",crime,0.002300173,0.666666667,46.37333333
413,"cosmos,science",universe,0.002300173,0.666666667,46.37333333
1601,"physics,science,time",universe,0.002300173,0.666666667,46.37333333
172,God,religion,0.005750431,0.909090909,45.16883117
858,"design,energy",alternative energy,0.002300173,0.571428571,45.16883117
760,"global issues,third world",development,0.002875216,1,44.58974359
1686,"business,global issues,third world",development,0.002300173,1,44.58974359
483,"science,time",universe,0.002875216,0.625,43.475
213,faith,religion,0.007475561,0.866666667,43.06095238
218,biosphere,biodiversity,0.005175388,0.692307692,42.99725275
707,"development,investment",philanthropy,0.002300173,0.666666667,42.9382716
1663,"development,global issues,investment",philanthropy,0.002300173,0.666666667,42.9382716
329,"charter for compassion,compassion",religion,0.003450259,0.857142857,42.5877551
623,"culture,faith",religion,0.003450259,0.857142857,42.5877551
1727,"politics,violence,war",peace,0.002300173,0.8,42.15757576
114,prison,crime,0.003450259,0.6,41.736
162,time,universe,0.003450259,0.6,41.736
205,relationships,love,0.004025302,0.5,41.4047619
214,china,Asia,0.004025302,0.5,41.4047619
336,"charter for compassion,global issues",religion,0.002875216,0.833333333,41.4047619
477,"physics,time",astronomy,0.002300173,0.571428571,41.4047619
599,"love,relationships",sex,0.002300173,0.571428571,41.4047619
609,"agriculture,health",food,0.002300173,1,41.4047619
629,"china,global issues",Asia,0.003450259,0.5,41.4047619
653,"biosphere,science",biodiversity,0.002300173,0.666666667,41.4047619
682,"cars,design",transportation,0.002300173,0.666666667,41.4047619
828,"physics,space",astronomy,0.002300173,0.571428571,41.4047619
1559,"charter for compassion,compassion,global issues",religion,0.002875216,0.833333333,41.4047619
38,NASA,space,0.002300173,0.8,40.91764706
810,"crime,technology",Internet,0.002300173,0.8,40.91764706
945,"creativity,performance",live music,0.002300173,0.8,40.91764706
1749,"creativity,music,performance",live music,0.002300173,0.8,40.91764706
861,"alternative energy,technology",energy,0.006325474,0.846153846,40.87393162
606,"culture,relationships",sex,0.002875216,0.555555556,40.25462963
1718,"alternative energy,science,technology",energy,0.002875216,0.833333333,40.25462963
109,String theory,physics,0.005175388,1,39.52272727
321,"astronomy,dark matter",physics,0.002300173,1,39.52272727
395,"String theory,universe",physics,0.002875216,1,39.52272727
400,"science,String theory",physics,0.005175388,1,39.52272727
1555,"astronomy,dark matter,science",physics,0.002300173,1,39.52272727
1581,"science,String theory,universe",physics,0.002875216,1,39.52272727
650,"biosphere,environment",biodiversity,0.002875216,0.625,38.81696429
60,submarine,oceans,0.004025302,1,38.64444444
108,String theory,universe,0.002875216,0.555555556,38.64444444
158,mission blue,oceans,0.007475561,1,38.64444444
350,"science,submarine",oceans,0.002875216,1,38.64444444
396,"physics,String theory",universe,0.002875216,0.555555556,38.64444444
398,"science,String theory",universe,0.002875216,0.555555556,38.64444444
467,"fish,mission blue",oceans,0.002875216,1,38.64444444
469,"global issues,mission blue",oceans,0.002300173,1,38.64444444
471,"mission blue,science",oceans,0.006900518,1,38.64444444
472,"mission blue,technology",oceans,0.002300173,1,38.64444444
1582,"physics,science,String theory",universe,0.002875216,0.555555556,38.64444444
1595,"fish,mission blue,science",oceans,0.002875216,1,38.64444444
1598,"mission blue,science,technology",oceans,0.002300173,1,38.64444444
1652,"exploration,fish,science",oceans,0.002300173,1,38.64444444
582,"exploration,Planets",space,0.003450259,0.75,38.36029412
585,"Planets,science",space,0.003450259,0.75,38.36029412
1622,"exploration,Planets,technology",space,0.003450259,0.75,38.36029412
1626,"Planets,science,technology",space,0.003450259,0.75,38.36029412
1828,"business,global issues,women",poverty,0.002300173,0.8,37.6
28,charter for compassion,religion,0.003450259,0.75,37.26428571
198,Planets,space,0.004600345,0.727272727,37.19786096
587,"Planets,technology",space,0.004600345,0.727272727,37.19786096
1618,"exploration,Planets,science",space,0.002875216,0.714285714,36.53361345
2046,"exploration,Planets,science,technology",space,0.002875216,0.714285714,36.53361345
161,time,astronomy,0.002875216,0.5,36.22916667
206,relationships,sex,0.004025302,0.5,36.22916667
479,"science,time",astronomy,0.002300173,0.5,36.22916667
706,"investment,philanthropy",development,0.002300173,0.8,35.67179487
758,"business,third world",development,0.002300173,0.8,35.67179487
1662,"global issues,investment,philanthropy",development,0.002300173,0.8,35.67179487
41,productivity,work,0.002300173,0.571428571,35.48979592
745,"terrorism,violence",peace,0.002300173,0.666666667,35.13131313
578,"exploration,Planets",universe,0.002300173,0.5,34.78
655,"DNA,science",genetics,0.002875216,0.5,34.78
657,"DNA,technology",genetics,0.002300173,0.5,34.78
825,"astronomy,physics",universe,0.002875216,0.5,34.78
1614,"exploration,Planets,technology",universe,0.002300173,0.5,34.78
1648,"DNA,science,technology",genetics,0.002300173,0.5,34.78
1706,"astronomy,physics,science",universe,0.002300173,0.5,34.78
133,trees,biodiversity,0.002875216,0.555555556,34.50396825
859,"alternative energy,science",energy,0.002875216,0.714285714,34.50396825
975,"animals,environment",biodiversity,0.002875216,0.555555556,34.50396825
134,trees,nature,0.003450259,0.666666667,34.09803922
590,"Planets,science",exploration,0.004025302,0.875,33.81388889
1629,"Planets,science,technology",exploration,0.004025302,0.875,33.81388889
1728,"peace,politics,war",violence,0.002300173,0.5,33.44230769
1783,"global issues,health,science",disease,0.002875216,0.555555556,33.31417625
856,"alternative energy,environment",climate change,0.002300173,0.666666667,33.12380952
1794,"environment,global issues,technology",climate change,0.002300173,0.666666667,33.12380952
415,"cosmos,science",physics,0.002875216,0.833333333,32.93560606
480,"time,universe",physics,0.002875216,0.833333333,32.93560606
126,yesallwomen,women,0.005175388,1,32.2037037
416,"feminism,yesallwomen",women,0.004025302,1,32.2037037
421,"education,yesallwomen",women,0.002300173,1,32.2037037
423,"global issues,yesallwomen",women,0.002300173,1,32.2037037
688,"fish,science",oceans,0.005750431,0.833333333,32.2037037
700,"feminism,global issues",women,0.002875216,1,32.2037037
857,"alternative energy,design",energy,0.002300173,0.666666667,32.2037037
1585,"education,feminism,yesallwomen",women,0.002300173,1,32.2037037
1617,"Planets,science,space",exploration,0.002875216,0.833333333,32.2037037
1667,"business,global issues,investment",philanthropy,0.002300173,0.5,32.2037037
2045,"Planets,science,space,technology",exploration,0.002875216,0.833333333,32.2037037
985,"computers,global issues",Internet,0.002875216,0.625,31.96691176
596,"AI,technology",robots,0.004025302,0.583333333,31.70052083
19,dark matter,physics,0.002300173,0.8,31.61818182
326,"dark matter,science",physics,0.002300173,0.8,31.61818182
476,"astronomy,time",physics,0.002300173,0.8,31.61818182
1600,"science,time,universe",physics,0.002300173,0.8,31.61818182
202,AI,robots,0.004600345,0.571428571,31.05357143
230,cars,transportation,0.004600345,0.5,31.05357143
496,"compassion,global issues",religion,0.002875216,0.625,31.05357143
577,"Planets,universe",exploration,0.002300173,0.8,30.91555556
684,"exploration,fish",oceans,0.002300173,0.8,30.91555556
689,"fish,technology",oceans,0.002300173,0.8,30.91555556
1613,"Planets,technology,universe",exploration,0.002300173,0.8,30.91555556
1655,"animals,fish,science",oceans,0.002300173,0.8,30.91555556
1657,"fish,science,technology",oceans,0.002300173,0.8,30.91555556
268,alternative energy,energy,0.008050604,0.636363636,30.73989899
318,"entertainment,wunderkind",performance,0.002300173,1,30.50877193
456,"storytelling,theater",performance,0.002300173,1,30.50877193
569,"entertainment,literature",poetry,0.002300173,0.571428571,30.11255411
894,"politics,violence",peace,0.002300173,0.571428571,30.11255411
994,"biology,health",disease,0.003450259,0.5,29.98275862
949,"creativity,music",live music,0.004025302,0.583333333,29.83578431
762,"technology,third world",development,0.002300173,0.666666667,29.72649573
1121,"economics,poverty",development,0.002300173,0.666666667,29.72649573
485,"science,time",physics,0.003450259,0.75,29.64204545
40,spoken word,poetry,0.002875216,0.555555556,29.27609428
890,"law,technology",Internet,0.002300173,0.571428571,29.22689076
232,fish,oceans,0.006900518,0.75,28.98333333
581,"Planets,space",exploration,0.003450259,0.75,28.98333333
1621,"Planets,space,technology",exploration,0.003450259,0.75,28.98333333
893,"violence,war",peace,0.003450259,0.545454545,28.74380165
234,feminism,women,0.008625647,0.882352941,28.41503268
1760,"creativity,entertainment,music",live music,0.002875216,0.555555556,28.41503268
121,cosmos,physics,0.002875216,0.714285714,28.23051948
701,"culture,feminism",women,0.004025302,0.875,28.17824074
199,Planets,exploration,0.004600345,0.727272727,28.10505051
592,"Planets,technology",exploration,0.004600345,0.727272727,28.10505051
1670,"business,global issues,investment",development,0.002875216,0.625,27.86858974
1676,"choice,culture,psychology",happiness,0.002300173,0.8,27.824
163,time,physics,0.004025302,0.7,27.66590909
698,"education,feminism",women,0.003450259,0.857142857,27.6031746
1790,"environment,global issues,science",climate change,0.002875216,0.555555556,27.6031746
1755,"entertainment,music,performance",live music,0.005750431,0.526315789,26.91950464
1120,"development,women",poverty,0.002300173,0.571428571,26.85714286
1127,"business,women",poverty,0.002300173,0.571428571,26.85714286
571,"culture,literature",poetry,0.002300173,0.5,26.34848485
1726,"peace,politics,violence",war,0.002300173,1,26.34848485
1104,"business,environment",sustainability,0.003450259,0.6,26.085
982,"entertainment,humanity",humor,0.002875216,1,25.95522388
1206,"cities,creativity",architecture,0.002875216,0.833333333,25.87797619
1775,"Internet,technology,TEDx",computers,0.002300173,0.8,25.76296296
146,piano,live music,0.002875216,0.5,25.57352941
375,"biomechanics,design",animals,0.002300173,1,25.57352941
1576,"biomechanics,design,technology",animals,0.002300173,1,25.57352941
1119,"poverty,women",development,0.002300173,0.571428571,25.47985348
1818,"business,entrepreneur,global issues",development,0.002300173,0.571428571,25.47985348
507,"bacteria,science",evolution,0.002300173,0.666666667,25.20289855
1082,"entrepreneur,invention",innovation,0.002875216,0.714285714,24.84285714
1099,"environment,green",sustainability,0.004600345,0.571428571,24.84285714
1163,"development,invention",innovation,0.002875216,0.714285714,24.84285714
1798,"environment,science,technology",climate change,0.002300173,0.5,24.84285714
1854,"cities,creativity,design",architecture,0.002300173,0.8,24.84285714
1122,"business,poverty",development,0.002875216,0.555555556,24.77207977
1825,"business,global issues,poverty",development,0.002875216,0.555555556,24.77207977
1840,"Africa,economics,global issues",development,0.002875216,0.555555556,24.77207977
1843,"Africa,business,global issues",development,0.002875216,0.555555556,24.77207977
721,"choice,happiness",psychology,0.002300173,1,24.49295775
1642,"health,medicine,public health",health care,0.002875216,1,24.49295775
1675,"choice,culture,happiness",psychology,0.002300173,1,24.49295775
1867,"brain,happiness,science",psychology,0.002875216,1,24.49295775
8,wunderkind,performance,0.002300173,0.8,24.40701754
714,"global issues,investment",development,0.003450259,0.545454545,24.32167832
1031,"peace,politics",war,0.004600345,0.888888889,23.42087542
54,Buddhism,happiness,0.002300173,0.666666667,23.18666667
722,"choice,psychology",happiness,0.002300173,0.666666667,23.18666667
1125,"invention,poverty",innovation,0.002300173,0.666666667,23.18666667
1804,"global issues,peace,politics",war,0.004025302,0.875,23.05492424
984,"global issues,Internet",computers,0.002875216,0.714285714,23.0026455
1705,"astronomy,science,universe",physics,0.002300173,0.571428571,22.58441558
245,third world,development,0.004600345,0.5,22.29487179
1166,"Africa,economics",development,0.002875216,0.5,22.29487179
1742,"business,global issues,philanthropy",development,0.002875216,0.5,22.29487179
686,"animals,fish",oceans,0.002300173,0.571428571,22.08253968
691,"animals,fish",exploration,0.002300173,0.571428571,22.08253968
1811,"science,space,technology",exploration,0.004600345,0.571428571,22.08253968
742,"parenting,youth",children,0.002875216,1,22.01265823
1138,"biology,environment",life,0.002300173,0.5,21.7375
1124,"innovation,poverty",invention,0.002300173,1,21.4691358
1162,"development,innovation",invention,0.002875216,1,21.4691358
348,"technology,wikipedia",collaboration,0.002300173,0.8,21.07878788
816,"invention,open source",collaboration,0.002300173,0.8,21.07878788
819,"culture,open source",collaboration,0.002300173,0.8,21.07878788
899,"culture,violence",war,0.002300173,0.8,21.07878788
1683,"global issues,politics,terrorism",war,0.002300173,0.8,21.07878788
1732,"global issues,politics,violence",war,0.002300173,0.8,21.07878788
1734,"culture,global issues,violence",war,0.002300173,0.8,21.07878788
35,obesity,food,0.002300173,0.5,20.70238095
176,garden,food,0.003450259,0.5,20.70238095
690,"exploration,fish",animals,0.002300173,0.8,20.45882353
696,"fish,technology",animals,0.002300173,0.8,20.45882353
1660,"fish,science,technology",animals,0.002300173,0.8,20.45882353
1721,"culture,design,transportation",cities,0.002300173,1,19.98850575
824,"astronomy,universe",physics,0.002875216,0.5,19.76136364
1834,"arts,culture,global issues",film,0.002300173,0.5,19.76136364
1915,"arts,global issues,social change",storytelling,0.002300173,1,19.76136364
2054,"arts,culture,global issues,social change",storytelling,0.002300173,1,19.76136364
643,"public health,technology",health care,0.002300173,0.8,19.5943662
1611,"brain,mind,science",psychology,0.002300173,0.8,19.5943662
1645,"health,public health,technology",health care,0.002300173,0.8,19.5943662
516,"consciousness,mind",brain,0.002300173,1,19.53932584
517,"consciousness,philosophy",brain,0.002300173,1,19.53932584
520,"consciousness,science",brain,0.003450259,1,19.53932584
1610,"mind,psychology,science",brain,0.002300173,1,19.53932584
49,news,media,0.002300173,0.5,19.32222222
855,"alternative energy,climate change",environment,0.002300173,0.8,19.32222222
1724,"science,technology,universe",exploration,0.002875216,0.5,19.32222222
1751,"arts,live music,music",performance,0.002875216,0.625,19.06798246
1255,"brain,happiness",psychology,0.004025302,0.777777778,19.05007825
1259,"happiness,science",psychology,0.004025302,0.777777778,19.05007825
839,"biology,genetics",evolution,0.002300173,0.5,18.90217391
1955,"biology,health,technology",medicine,0.002300173,1,18.90217391
2064,"biology,health,science,technology",medicine,0.002300173,1,18.90217391
57,wikipedia,collaboration,0.002875216,0.714285714,18.82034632
750,"politics,terrorism",war,0.002875216,0.714285714,18.82034632
896,"politics,violence",war,0.002875216,0.714285714,18.82034632
1301,"art,global issues",photography,0.002300173,0.666666667,18.69892473
14,violin,music,0.002875216,1,18.5
77,plastic,green,0.002300173,0.5,18.5
320,"entertainment,violin",music,0.002300173,1,18.5
356,"arts,conducting",music,0.002875216,1,18.5
360,"conducting,culture",music,0.002300173,1,18.5
381,"arts,guitar",music,0.002300173,1,18.5
442,"performance,piano",music,0.002300173,1,18.5
446,"arts,piano",music,0.002300173,1,18.5
951,"live music,TEDx",music,0.002300173,1,18.5
1061,"energy,environment",green,0.002875216,0.5,18.5
1098,"environment,sustainability",green,0.004600345,0.5,18.5
1184,"business,environment",green,0.002875216,0.5,18.5
1246,"creativity,performance",music,0.002875216,1,18.5
1564,"arts,conducting,entertainment",music,0.002875216,1,18.5
1567,"arts,conducting,culture",music,0.002300173,1,18.5
1570,"conducting,culture,entertainment",music,0.002300173,1,18.5
1579,"arts,entertainment,guitar",music,0.002300173,1,18.5
1589,"entertainment,performance,piano",music,0.002300173,1,18.5
1593,"arts,entertainment,piano",music,0.002300173,1,18.5
1747,"creativity,live music,performance",music,0.002300173,1,18.5
1750,"arts,live music,performance",music,0.002875216,1,18.5
1859,"creativity,entertainment,performance",music,0.002300173,1,18.5
2041,"arts,conducting,culture,entertainment",music,0.002300173,1,18.5
2049,"arts,entertainment,live music,performance",music,0.002300173,1,18.5
192,AIDS,Africa,0.004600345,0.666666667,18.4021164
733,"global issues,statistics",Africa,0.002300173,0.666666667,18.4021164
983,"Internet,TEDx",computers,0.002300173,0.571428571,18.4021164
1167,"development,health",Africa,0.002300173,0.666666667,18.4021164
1274,"activism,TEDx",women,0.002300173,0.571428571,18.4021164
1870,"children,education,technology",computers,0.002300173,0.571428571,18.4021164
744,"parenting,TEDx",children,0.002300173,0.8,17.61012658
892,"peace,violence",war,0.003450259,0.666666667,17.56565657
1340,"history,politics",war,0.002300173,0.666666667,17.56565657
1730,"global issues,peace,violence",war,0.002300173,0.666666667,17.56565657
639,"medicine,public health",health care,0.002875216,0.714285714,17.49496982
1748,"creativity,live music,music",performance,0.002300173,0.571428571,17.43358396
2050,"arts,entertainment,live music,music",performance,0.002300173,0.571428571,17.43358396
942,"live music,performance",music,0.008050604,0.933333333,17.26666667
560,"AIDS,health",Africa,0.002875216,0.625,17.25198413
1258,"business,happiness",psychology,0.004025302,0.7,17.14507042
1773,"biodiversity,global issues,science",animals,0.002300173,0.666666667,17.04901961
946,"arts,live music",performance,0.002875216,0.555555556,16.94931774
898,"global issues,violence",war,0.005175388,0.642857143,16.93831169
1753,"entertainment,live music,performance",music,0.005750431,0.909090909,16.81818182
1693,"culture,social media,technology",social change,0.002300173,0.666666667,16.80193237
2055,"arts,culture,global issues,storytelling",social change,0.002300173,0.666666667,16.80193237
175,consciousness,brain,0.006325474,0.846153846,16.53327571
448,"entertainment,piano",music,0.004600345,0.888888889,16.44444444
950,"arts,live music",music,0.004600345,0.888888889,16.44444444
641,"health,public health",health care,0.004600345,0.666666667,16.3286385
799,"brain,self",psychology,0.002300173,0.666666667,16.3286385
1256,"economics,happiness",psychology,0.002300173,0.666666667,16.3286385
523,"mind,psychology",brain,0.002875216,0.833333333,16.28277154
98,guitar,music,0.004025302,0.875,16.1875
948,"creativity,live music",music,0.004025302,0.875,16.1875
1762,"arts,entertainment,live music",music,0.004025302,0.875,16.1875
1097,"green,sustainability",environment,0.004600345,0.666666667,16.10185185
1180,"architecture,green",cities,0.002300173,0.8,15.9908046
974,"biodiversity,environment",animals,0.002875216,0.625,15.98345588
68,conducting,music,0.003450259,0.857142857,15.85714286
943,"live music,music",performance,0.008050604,0.518518519,15.81936322
455,"performance,theater",storytelling,0.002300173,0.8,15.80909091
1397,"arts,social change",storytelling,0.002300173,0.8,15.80909091
1919,"arts,culture,social change",storytelling,0.002300173,0.8,15.80909091
368,"biology,neurology",brain,0.002300173,0.8,15.63146067
1101,"design,sustainability",architecture,0.003450259,0.5,15.52678571
1181,"cities,green",architecture,0.002300173,0.5,15.52678571
1204,"design,environment",architecture,0.002875216,0.5,15.52678571
358,"conducting,entertainment",music,0.002875216,0.833333333,15.41666667
383,"entertainment,guitar",music,0.002875216,0.833333333,15.41666667
954,"live music,technology",music,0.002875216,0.833333333,15.41666667
1250,"performance,technology",music,0.002875216,0.833333333,15.41666667
1759,"creativity,entertainment,live music",music,0.002875216,0.833333333,15.41666667
563,"AIDS,global issues",Africa,0.002875216,0.555555556,15.335097
1081,"entrepreneur,innovation",invention,0.002875216,0.714285714,15.335097
1839,"development,economics,global issues",Africa,0.002875216,0.555555556,15.335097
443,"music,piano",performance,0.002300173,0.5,15.25438596
944,"creativity,live music",performance,0.002300173,0.5,15.25438596
1590,"entertainment,music,piano",performance,0.002300173,0.5,15.25438596
1754,"entertainment,live music,music",performance,0.005750431,0.5,15.25438596
1757,"arts,entertainment,live music",performance,0.002300173,0.5,15.25438596
431,"heart health,science",medicine,0.002300173,0.8,15.12173913
1962,"health,technology,TEDx",medicine,0.002300173,0.8,15.12173913
135,pollution,environment,0.002875216,0.625,15.09548611
1060,"energy,green",environment,0.002875216,0.625,15.09548611
487,"global issues,military",war,0.002300173,0.571428571,15.05627706
219,biosphere,environment,0.004600345,0.615384615,14.86324786
433,"heart health,TEDx",health,0.002300173,1,14.86324786
640,"health care,public health",health,0.004600345,1,14.86324786
646,"public health,technology",health,0.002875216,1,14.86324786
993,"biology,disease",health,0.003450259,1,14.86324786
1074,"arts,engineering",art,0.002300173,1,14.86324786
1640,"health care,medicine,public health",health,0.002875216,1,14.86324786
1644,"health care,public health,technology",health,0.002300173,1,14.86324786
1779,"biology,disease,science",health,0.002300173,1,14.86324786
1978,"arts,culture,global issues",storytelling,0.003450259,0.75,14.82102273
147,piano,music,0.004600345,0.8,14.8
953,"entertainment,live music",music,0.011500863,0.8,14.8
1764,"entertainment,live music,technology",music,0.002300173,0.8,14.8
1965,"design,health,technology",medicine,0.004025302,0.777777778,14.70169082
277,live music,music,0.015526164,0.794117647,14.69117647
814,"culture,youth",children,0.002300173,0.666666667,14.67510549
1639,"china,culture,global issues",economics,0.002300173,0.8,14.64421053
104,iraq,war,0.002875216,0.555555556,14.63804714
377,"biomechanics,technology",animals,0.002300173,0.571428571,14.61344538
976,"biodiversity,global issues",animals,0.002300173,0.571428571,14.61344538
1350,"biology,children",animals,0.002300173,0.571428571,14.61344538
1916,"arts,global issues,storytelling",social change,0.002300173,0.571428571,14.40165631
647,"biodiversity,biosphere",animals,0.002875216,0.555555556,14.20751634
1885,"health,health care,technology",medicine,0.005175388,0.75,14.17663043
346,"birds,science",biology,0.002300173,0.8,14.05252525
402,"health,microbiology",biology,0.002300173,0.8,14.05252525
805,"science,sex",biology,0.002300173,0.8,14.05252525
1349,"animals,children",biology,0.002300173,0.8,14.05252525
876,"arts,TED Prize",photography,0.002300173,0.5,14.02419355
526,"mind,science",psychology,0.002300173,0.571428571,13.99597586
567,"business,success",psychology,0.002300173,0.571428571,13.99597586
665,"medical research,medicine",health care,0.002300173,0.571428571,13.99597586
1257,"happiness,TEDx",psychology,0.002300173,0.571428571,13.99597586
1368,"brain,children",psychology,0.002300173,0.571428571,13.99597586
1377,"science,storytelling",history,0.002300173,0.571428571,13.99597586
528,"mind,science",brain,0.002875216,0.714285714,13.95666132
1866,"happiness,psychology,science",brain,0.002875216,0.714285714,13.95666132
204,urban planning,cities,0.005175388,0.692307692,13.83819629
731,"health,statistics",Africa,0.002300173,0.5,13.8015873
1797,"climate change,science,technology",environment,0.002300173,0.571428571,13.8015873
1033,"global issues,peace",war,0.007475561,0.52,13.70121212
111,microbiology,biology,0.004025302,0.777777778,13.66217733
524,"brain,mind",psychology,0.002875216,0.555555556,13.60719875
